#Datum,Uhrzeit,WR,Pac,DaySum,Status,Error,Pdc1,Pdc2,Pdc3,Udc1,Udc2,Udc3,Uac,WR,Pac,DaySum,Status,Error,Pdc1,Pdc2,Pdc3,Udc1,Udc2,Udc3,Uac,WR,Pac,DaySum,Status,Error,Pdc1,Pdc2,Pdc3,Udc1,Udc2,Udc3,Uac,WR,Pac,DaySum,Status,Error,Pdc1,Pdc2,Udc1,Udc2,Uac,WR,Pac,DaySum,Status,Error,Pdc1,Pdc2,Udc1,Udc2,Uac,WR,Pac,DaySum,Status,Error,Pdc1,Pdc2,Udc1,Udc2,Uac,WR,Pac,DaySum,Status,Error,Pdc1,Pdc2,Udc1,Udc2,Uac,WR,Pac,DaySum,Status,Error,Pdc1,Pdc2,Udc1,Udc2,Uac,WR,Pac,DaySum,Status,Error,Pdc1,Pdc2,Udc1,Udc2,Uac,WR,Pac,DaySum,Status,Error,Pdc1,Pdc2,Udc1,Udc2,Temp,Uac
15.08.16,18:55:00,1,107,30612,3,0,21,46,67,222,222,313,229,2,151,29914,3,0,35,72,72,248,346,332,228,3,179,30031,3,0,60,72,74,307,302,317,228,4,258,41184,3,0,172,109,420,478,229,5,59,28204,3,0,30,36,393,379,228,6,65,27768,3,0,43,42,380,313,228,7,52,28055,3,0,31,38,308,276,228,8,127,42277,3,0,107,64,451,498,228,9,43,20389,3,0,31,27,237,247,228,10,56,24771,1,0,48,29,356,205,26,228
15.08.16,18:50:00,1,126,30603,3,0,24,48,83,225,205,319,228,2,183,29901,3,0,38,88,85,266,350,316,228,3,232,30015,3,0,80,91,91,325,336,331,227,4,329,41162,3,0,223,132,445,474,229,5,64,28199,3,0,28,46,290,349,228,6,87,27763,3,0,53,56,358,324,228,7,76,28050,3,0,39,56,324,333,228,8,164,42267,3,0,129,81,390,467,228,9,80,20385,3,0,51,46,281,314,227,10,65,24767,1,0,55,31,356,212,26,227
15.08.16,18:45:00,1,143,30592,3,0,25,44,102,224,220,336,228,2,220,29885,3,0,42,104,106,261,319,353,228,3,287,29996,3,0,102,111,110,338,359,354,227,4,405,41134,3,0,279,158,460,483,229,5,87,28194,3,0,37,63,262,360,228,6,120,27755,3,0,64,81,324,397,228,7,112,28044,3,0,56,79,307,381,228,8,222,42253,3,0,169,104,409,469,228,9,118,20378,3,0,69,68,313,319,227,10,84,24761,1,0,66,37,345,238,26,227
15.08.16,18:40:00,1,165,30580,3,0,28,43,122,252,237,355,228,2,253,29867,3,0,36,126,126,228,344,356,228,3,345,29972,3,0,125,131,130,343,362,358,227,4,482,41100,3,0,336,185,478,489,229,5,128,28186,3,0,62,82,309,362,227,6,163,27745,3,0,86,103,359,423,227,7,159,28034,3,0,82,102,338,422,228,8,298,42234,3,0,227,129,439,474,228,9,153,20368,3,0,90,84,335,318,227,10,107,24754,1,0,79,44,324,237,26,227
15.08.16,18:35:00,1,197,30566,3,0,33,54,143,277,273,366,228,2,282,29846,3,0,30,146,147,181,352,357,228,3,404,29943,3,0,147,151,151,354,357,359,227,4,573,41059,3,0,394,212,484,492,229,5,185,28175,3,0,90,112,369,426,228,6,213,27731,3,0,114,129,407,440,228,7,212,28021,3,0,113,126,392,429,228,8,379,42208,3,0,288,154,461,477,228,9,193,20355,3,0,113,105,359,342,227,10,147,24745,1,0,105,56,334,240,27,227
15.08.16,18:30:00,1,228,30550,3,0,31,68,164,237,300,366,228,2,317,29822,3,0,27,164,169,160,354,371,228,3,466,29909,3,0,168,173,173,369,371,367,227,4,658,41011,3,0,454,243,484,497,229,5,241,28160,3,0,121,137,413,437,228,6,261,27713,3,0,144,152,436,428,228,7,269,28003,3,0,148,153,440,447,227,8,465,42176,3,0,353,183,481,488,228,9,234,20339,3,0,137,126,361,357,227,10,193,24733,1,0,140,71,348,240,27,227
15.08.16,18:25:00,1,275,30531,3,0,34,94,186,237,305,362,228,2,351,29796,3,0,26,179,190,159,349,379,228,3,523,29870,3,0,186,195,195,360,375,368,227,4,742,40956,3,0,511,272,492,492,229,5,296,28139,3,0,155,166,431,446,228,6,313,27691,3,0,171,181,446,447,227,7,326,27980,3,0,183,181,455,456,228,8,547,42137,3,0,415,210,495,498,227,9,270,20319,3,0,159,147,370,358,227,10,241,24717,1,0,169,88,351,248,28,227
15.08.16,18:20:00,1,338,30508,3,0,38,135,210,242,297,369,228,2,391,29766,3,0,27,199,214,160,336,372,228,3,585,29826,3,0,201,219,219,343,370,364,227,4,832,40893,3,0,575,304,490,496,229,5,360,28114,3,0,191,197,451,453,228,6,376,27665,3,0,206,211,478,453,228,7,389,27953,3,0,217,213,478,467,228,8,632,42091,3,0,477,241,496,494,228,9,315,20296,3,0,182,169,375,369,227,10,288,24696,1,0,201,103,357,250,28,227
15.08.16,18:15:00,1,410,30479,3,0,45,179,235,238,328,370,228,2,443,29733,3,0,28,228,239,170,352,368,228,3,651,29777,3,0,221,244,245,345,367,363,227,4,908,40823,3,0,640,337,494,486,229,5,428,28084,3,0,227,231,465,469,228,6,439,27633,3,0,239,246,487,476,227,7,453,27920,3,0,249,248,477,491,228,8,725,42038,3,0,544,275,495,495,228,9,361,20270,3,0,206,193,376,367,227,10,346,24672,1,0,239,123,365,254,28,227
15.08.16,18:10:00,1,470,30445,3,0,53,209,261,229,349,367,228,2,497,29696,3,0,30,259,265,179,353,371,228,3,718,29722,3,0,238,270,270,337,367,360,227,4,1021,40746,3,0,705,371,494,494,229,5,492,28048,3,0,262,265,490,481,228,6,501,27596,3,0,272,280,487,494,227,7,517,27882,3,0,283,281,491,497,228,8,821,41977,3,0,613,309,494,492,228,9,407,20239,3,0,232,219,372,362,227,10,399,24643,1,0,272,145,371,258,29,227
15.08.16,18:05:00,1,534,30406,3,0,69,238,287,228,352,368,228,2,553,29655,3,0,31,288,290,181,360,368,228,3,786,29662,3,0,256,295,296,338,367,364,227,4,1121,40660,3,0,772,406,494,495,229,5,559,28007,3,0,296,300,493,493,228,6,566,27554,3,0,306,314,498,503,228,7,583,27839,3,0,316,315,493,496,227,8,914,41908,3,0,681,343,493,500,228,9,454,20205,3,0,258,243,370,363,227,10,461,24610,1,0,312,167,378,258,29,227
15.08.16,18:00:00,1,617,30361,3,0,96,269,313,211,360,364,228,2,601,29608,3,0,32,313,316,185,363,368,227,3,847,29596,3,0,267,321,322,332,369,370,227,4,1222,40566,3,0,842,441,494,488,229,5,628,27960,3,0,331,335,494,495,228,6,634,27507,3,0,342,350,500,502,227,7,651,27790,3,0,352,351,492,497,227,8,1024,41831,3,0,753,379,497,494,227,9,497,20167,3,0,285,269,372,360,227,10,528,24571,1,0,357,192,373,257,30,227
15.08.16,17:55:00,1,701,30309,3,0,131,297,339,220,357,369,227,2,652,29558,3,0,34,340,341,178,370,378,227,3,900,29525,3,0,271,346,348,321,368,380,227,4,1320,40464,3,0,909,474,498,496,229,5,695,27907,3,0,367,371,487,492,227,6,702,27454,3,0,378,385,498,493,227,7,719,27735,3,0,388,386,490,492,227,8,1122,41745,3,0,824,415,495,498,227,9,554,20125,3,0,311,295,370,360,226,10,588,24527,1,0,395,214,368,255,30,226
15.08.16,17:50:00,1,797,30250,3,0,173,331,368,227,369,379,227,2,714,29503,3,0,43,369,369,159,376,386,227,3,957,29450,3,0,275,373,379,299,375,385,227,4,1425,40353,3,0,985,510,503,498,229,5,766,27849,3,0,403,407,491,492,227,6,776,27395,3,0,415,423,493,500,227,7,790,27675,3,0,426,424,489,485,227,8,1231,41651,3,0,900,454,494,514,227,9,605,20079,3,0,338,322,370,366,226,10,647,24478,1,0,433,237,369,254,31,226
15.08.16,17:45:00,1,906,30184,3,0,217,373,397,244,376,385,226,2,781,29444,3,0,60,395,401,151,373,384,226,3,1016,29370,3,0,279,402,410,278,379,383,226,4,1533,40234,3,0,1059,545,510,502,229,5,839,27784,3,0,442,446,488,487,226,6,851,27330,3,0,453,462,496,498,226,7,864,27609,3,0,465,460,489,484,226,8,1344,41548,3,0,979,497,507,513,226,9,658,20028,3,0,366,350,374,374,225,10,708,24424,1,0,471,260,370,253,31,226
15.08.16,17:40:00,1,1013,30108,3,0,257,414,428,251,376,382,227,2,844,29378,3,0,82,410,429,158,370,387,226,3,1076,29285,3,0,284,432,440,263,382,379,226,4,1641,40106,3,0,1134,585,507,517,229,5,914,27714,3,0,481,484,489,487,227,6,928,27258,3,0,493,503,506,501,227,7,939,27536,3,0,503,498,494,485,226,8,1463,41435,3,0,1062,538,515,518,226,9,715,19973,3,0,395,381,376,382,226,10,767,24365,1,0,509,284,370,253,32,226
15.08.16,17:35:00,1,1117,30023,3,0,297,453,457,263,373,377,227,2,903,29308,3,0,95,430,459,165,375,387,226,3,1137,29195,3,0,289,460,469,255,382,378,226,4,1747,39968,3,0,1204,621,510,512,229,5,990,27638,3,0,520,523,493,489,227,6,1007,27181,3,0,535,544,500,505,227,7,1015,27458,3,0,545,536,499,486,226,8,1582,41312,3,0,1146,580,510,515,226,9,773,19913,3,0,424,412,376,381,226,10,828,24301,1,0,547,307,375,254,33,226
15.08.16,17:30:00,1,1216,29929,3,0,340,483,487,284,379,377,227,2,987,29232,3,0,121,462,489,165,374,384,227,3,1199,29100,3,0,295,491,498,243,381,380,226,4,1858,39822,3,0,1285,664,511,511,229,5,1072,27555,3,0,563,566,500,500,227,6,1090,27096,3,0,578,588,502,504,226,7,1095,27373,3,0,588,577,502,491,226,8,1704,41180,3,0,1233,623,508,509,226,9,833,19848,3,0,454,444,377,376,226,10,893,24232,1,0,590,332,374,254,33,226
15.08.16,17:25:00,1,1303,29828,3,0,384,506,511,291,378,380,227,2,1064,29150,3,0,142,501,513,180,377,381,227,3,1240,29000,3,0,292,514,520,230,380,378,226,4,1945,39667,3,0,1346,691,510,509,229,5,1140,27465,3,0,599,602,500,500,227,6,1160,27005,3,0,615,624,507,505,227,7,1161,27281,3,0,624,612,497,493,227,8,1802,41037,3,0,1303,656,508,507,227,9,879,19779,3,0,478,470,376,377,226,10,940,24157,1,0,619,346,375,254,34,226
15.08.16,17:20:00,1,1400,29719,3,0,424,538,543,298,374,377,226,2,1139,29061,3,0,165,527,545,183,370,380,226,3,1301,28896,3,0,295,545,552,221,378,375,226,4,2063,39504,3,0,1428,735,508,508,229,5,1227,27370,3,0,645,647,502,496,226,6,1247,26908,3,0,660,669,504,502,226,7,1246,27184,3,0,668,656,495,494,226,8,1926,40886,3,0,1391,701,504,501,226,9,940,19705,3,0,511,503,372,378,226,10,1019,24078,1,0,668,384,371,250,35,226
15.08.16,17:15:00,1,1480,29602,3,0,457,564,570,306,372,376,226,2,1216,28965,3,0,188,560,571,183,369,378,226,3,1353,28788,3,0,299,571,577,215,375,373,226,4,2159,39331,3,0,1498,768,505,504,229,5,1305,27267,3,0,684,688,498,497,226,6,1323,26804,3,0,701,710,499,502,226,7,1321,27080,3,0,706,695,491,497,226,8,2035,40725,3,0,1466,739,503,502,227,9,991,19627,3,0,537,530,373,374,226,10,1080,23993,1,0,706,407,371,250,35,226
15.08.16,17:10:00,1,1578,29478,3,0,504,591,598,334,372,375,227,2,1305,28864,3,0,216,593,599,210,368,377,226,3,1423,28675,3,0,319,598,604,221,374,372,226,4,2259,39151,3,0,1567,804,504,502,229,5,1385,27158,3,0,725,729,495,493,226,6,1399,26693,3,0,741,749,499,498,227,7,1399,26969,3,0,745,737,487,493,226,8,2144,40555,3,0,1543,779,500,500,227,9,1045,19544,3,0,566,559,368,372,226,10,1140,23903,1,0,745,432,370,250,36,226
15.08.16,17:05:00,1,1693,29346,3,0,564,621,628,340,372,373,226,2,1395,28755,3,0,251,624,628,228,368,375,226,3,1507,28556,3,0,348,626,633,227,372,370,226,4,2370,38962,3,0,1639,837,503,501,229,5,1466,27042,3,0,768,773,494,492,226,6,1480,26576,3,0,784,792,495,495,226,7,1482,26852,3,0,787,781,487,495,226,8,2263,40375,3,0,1627,819,500,500,226,9,1104,19456,3,0,595,589,367,370,225,10,1211,23808,1,0,790,458,367,249,37,226
15.08.16,17:00:00,1,1781,29205,3,0,600,648,656,343,369,370,226,2,1479,28638,3,0,286,652,656,215,370,375,226,3,1574,28430,3,0,362,653,660,233,369,369,226,4,2472,38764,3,0,1712,875,504,500,229,5,1543,26919,3,0,808,814,491,489,226,6,1556,26452,3,0,825,832,494,493,226,7,1559,26728,3,0,827,822,483,491,226,8,2375,40186,3,0,1705,859,499,496,226,9,1158,19364,3,0,624,618,367,372,225,10,1271,23708,1,0,831,480,366,249,38,226
15.08.16,16:55:00,1,1855,29056,3,0,627,673,680,342,369,368,226,2,1530,28514,3,0,293,676,680,232,368,374,226,3,1625,28298,3,0,368,677,684,229,370,369,225,4,2563,38557,3,0,1776,905,502,499,229,5,1611,26790,3,0,844,850,490,485,226,6,1626,26322,3,0,860,868,490,491,226,7,1626,26598,3,0,864,861,483,489,226,8,2474,39987,3,0,1774,894,495,495,226,9,1205,19267,3,0,650,644,366,370,225,10,1331,23601,1,0,862,508,367,246,39,225
15.08.16,16:50:00,1,1945,28901,3,0,662,703,710,349,368,369,225,2,1638,28387,3,0,346,705,710,245,366,373,225,3,1698,28163,3,0,386,707,714,224,371,369,225,4,2672,38343,3,0,1851,944,497,497,229,5,1694,26656,3,0,890,896,488,486,225,6,1710,26186,3,0,903,911,490,490,225,7,1707,26462,3,0,906,904,482,489,225,8,2594,39780,3,0,1858,937,495,493,225,9,1261,19166,3,0,681,676,365,369,225,10,1398,23490,1,0,906,534,363,246,40,225
15.08.16,16:45:00,1,2019,28739,3,0,703,722,730,362,367,369,225,2,1734,28250,3,0,410,724,730,265,367,374,225,3,1757,28021,3,0,412,724,732,247,369,368,225,4,2742,38120,3,0,1897,970,498,496,229,5,1749,26514,3,0,916,923,487,485,225,6,1766,26044,3,0,931,939,489,487,225,7,1760,26319,3,0,933,932,482,486,225,8,2673,39564,3,0,1914,964,493,495,225,9,1298,19061,3,0,700,696,364,368,224,10,1451,23373,1,0,939,556,362,245,41,225
15.08.16,16:40:00,1,2095,28570,3,0,737,745,755,361,366,367,225,2,1832,28105,3,0,465,749,754,267,365,372,225,3,1795,27874,3,0,404,747,756,263,368,365,225,4,2831,37891,3,0,1960,1000,495,496,229,5,1822,26368,3,0,951,960,483,483,225,6,1836,25896,3,0,972,979,485,487,225,7,1831,26172,3,0,967,966,481,481,225,8,2775,39340,3,0,1985,1000,491,491,225,9,1346,18953,3,0,724,721,362,366,224,10,1512,23252,1,0,980,574,360,245,42,225
15.08.16,16:35:00,1,2153,28395,3,0,757,767,775,359,364,364,225,2,1903,27952,3,0,500,769,774,265,363,368,225,3,1835,27724,3,0,408,769,777,237,365,364,224,4,2910,37654,3,0,2015,1027,493,493,229,5,1880,26216,3,0,983,990,483,481,225,6,1892,25743,3,0,1001,1008,482,482,225,7,1889,26020,3,0,997,996,477,478,225,8,2855,39109,3,0,2041,1029,489,486,225,9,1387,18840,3,0,745,741,360,364,224,10,1571,23125,1,0,1015,602,357,242,43,224
15.08.16,16:30:00,1,2221,28216,3,0,780,790,800,357,362,365,225,2,1986,27793,3,0,536,793,799,278,361,369,225,3,1908,27571,3,0,436,791,801,248,365,365,224,4,2997,37411,3,0,2075,1057,491,490,229,5,1944,26059,3,0,1019,1027,480,481,225,6,1958,25585,3,0,1037,1045,481,483,225,7,1954,25862,3,0,1033,1033,474,479,225,8,2953,38870,3,0,2111,1063,486,487,225,9,1435,18724,3,0,769,767,358,364,224,10,1632,22995,1,0,1053,628,357,241,43,224
15.08.16,16:25:00,1,2286,28030,3,0,801,812,824,356,361,362,225,2,2061,27627,3,0,569,815,822,277,363,367,225,3,1965,27412,3,0,451,812,823,254,363,362,224,4,3076,37161,3,0,2129,1088,489,491,229,5,2009,25897,3,0,1053,1062,477,475,225,6,2025,25421,3,0,1073,1080,479,481,225,7,2015,25699,3,0,1065,1068,471,477,225,8,3047,38623,3,0,2174,1098,484,485,225,9,1480,18604,3,0,792,790,358,360,224,10,1698,22858,1,0,1093,654,353,241,44,224
15.08.16,16:20:00,1,2365,27839,3,0,828,840,851,356,362,363,225,2,2146,27455,3,0,605,842,850,280,361,369,225,3,2045,27248,3,0,479,839,851,233,363,365,224,4,3179,36904,3,0,2198,1121,489,491,229,5,2081,25729,3,0,1091,1101,477,474,224,6,2099,25252,3,0,1111,1119,479,480,225,7,2088,25530,3,0,1103,1105,473,475,224,8,3157,38369,3,0,2251,1135,484,484,225,9,1533,18481,3,0,820,819,357,364,224,10,1760,22718,1,0,1134,678,354,242,45,224
15.08.16,16:15:00,1,2446,27642,3,0,856,867,879,355,359,362,225,2,2239,27276,3,0,647,870,878,292,360,368,224,3,2142,27077,3,0,523,866,879,254,363,365,224,4,3283,36639,3,0,2273,1160,489,484,229,5,2158,25555,3,0,1131,1141,478,475,224,6,2179,25077,3,0,1151,1159,477,480,225,7,2162,25356,3,0,1142,1145,471,476,224,8,3266,38105,3,0,2330,1174,484,484,225,9,1588,18353,3,0,850,849,356,365,224,10,1824,22570,1,0,1175,703,353,240,46,224
15.08.16,16:10:00,1,2515,27438,3,0,882,892,903,354,359,360,224,2,2321,27088,3,0,689,895,902,288,360,366,224,3,2215,26898,3,0,552,892,903,256,362,362,224,4,3379,36364,3,0,2344,1188,488,480,229,5,2226,25375,3,0,1165,1176,475,472,225,6,2247,24895,3,0,1188,1195,473,476,224,7,2229,25175,3,0,1177,1180,469,473,224,8,3365,37832,3,0,2398,1209,480,479,224,9,1634,18220,3,0,876,875,354,360,224,10,1886,22419,1,0,1214,730,349,237,47,224
15.08.16,16:05:00,1,2569,27228,3,0,901,912,923,352,358,359,225,2,2393,26895,3,0,726,915,922,294,357,363,225,3,2274,26713,3,0,578,910,922,275,360,359,224,4,3449,36082,3,0,2394,1214,485,484,229,5,2284,25189,3,0,1196,1206,471,469,225,6,2304,24707,3,0,1216,1224,472,473,225,7,2284,24989,3,0,1206,1208,466,468,225,8,3447,37551,3,0,2454,1238,477,477,225,9,1672,18084,3,0,896,895,353,357,224,10,1941,22261,1,0,1248,753,348,237,48,224
15.08.16,16:00:00,1,2627,27014,3,0,921,933,944,351,356,355,225,2,2467,26695,3,0,762,936,943,300,356,361,225,3,2342,26523,3,0,607,930,943,288,357,359,224,4,3525,35794,3,0,2441,1240,483,484,229,5,2346,24999,3,0,1227,1238,468,464,225,6,2366,24515,3,0,1251,1257,472,473,225,7,2344,24799,3,0,1236,1238,463,463,225,8,3533,37263,3,0,2515,1268,475,475,225,9,1713,17944,3,0,918,918,350,356,224,10,1995,22100,1,0,1284,774,345,235,48,225
15.08.16,15:55:00,1,2682,26795,3,0,941,953,962,349,355,355,225,2,2540,26489,3,0,800,955,962,306,356,360,225,3,2402,26328,3,0,632,950,962,299,358,356,224,4,3603,35500,3,0,2498,1265,481,481,229,5,2402,24803,3,0,1256,1268,468,465,225,6,2416,24317,3,0,1278,1285,469,470,225,7,2400,24603,3,0,1264,1268,462,468,225,8,3615,36968,3,0,2574,1297,475,472,225,9,1751,17801,3,0,939,937,350,354,224,10,2053,21933,1,0,1319,796,345,233,49,224
15.08.16,15:50:00,1,2746,26571,3,0,964,976,985,350,354,355,225,2,2625,26277,3,0,842,978,985,312,355,360,225,3,2479,26127,3,0,670,972,984,296,357,356,224,4,3684,35199,3,0,2555,1295,479,479,229,5,2461,24602,3,0,1288,1299,464,461,225,6,2477,24116,3,0,1310,1316,466,470,225,7,2460,24403,3,0,1296,1299,461,463,225,8,3704,36667,3,0,2635,1327,472,471,225,9,1797,17655,3,0,963,960,349,353,224,10,2105,21762,1,0,1352,819,344,233,50,224
15.08.16,15:45:00,1,2803,26342,3,0,983,995,1006,349,354,356,225,2,2698,26058,3,0,877,998,1006,315,354,359,225,3,2553,25920,3,0,706,992,1006,310,356,356,224,4,3761,34892,3,0,2606,1320,478,482,229,5,2514,24397,3,0,1316,1328,465,463,225,6,2534,23909,3,0,1340,1348,465,468,224,7,2513,24197,3,0,1324,1328,460,464,225,8,3787,36357,3,0,2691,1358,472,474,225,9,1837,17505,3,0,982,981,347,353,224,10,2162,21587,1,0,1388,842,340,233,51,224
15.08.16,15:40:00,1,2870,26108,3,0,1006,1019,1029,349,354,354,225,2,2779,25833,3,0,915,1021,1028,323,356,361,225,3,2630,25707,3,0,739,1016,1029,310,357,357,224,4,3850,34578,3,0,2671,1355,482,480,229,5,2576,24187,3,0,1348,1361,464,462,225,6,2596,23697,3,0,1373,1380,465,467,224,7,2575,23988,3,0,1356,1361,460,464,225,8,3884,36041,3,0,2758,1390,472,470,225,9,1884,17352,3,0,1007,1006,348,352,224,10,2215,21407,1,0,1420,864,341,232,52,224
15.08.16,15:35:00,1,2907,25869,3,0,1019,1031,1042,346,352,353,225,2,2830,25601,3,0,943,1033,1042,327,352,358,225,3,2670,25488,3,0,756,1027,1041,284,354,355,224,4,3896,34257,3,0,2709,1367,481,475,229,5,2617,23972,3,0,1371,1383,461,461,225,6,2639,23481,3,0,1395,1402,465,466,225,7,2615,23773,3,0,1378,1383,458,460,225,8,3939,35717,3,0,2799,1410,469,469,225,9,1911,17195,3,0,1021,1020,344,350,224,10,2257,21221,1,0,1447,883,336,230,52,224
15.08.16,15:30:00,1,2940,25626,3,0,1030,1043,1054,344,348,349,225,2,2876,25365,3,0,970,1043,1053,330,351,356,225,3,2717,25265,3,0,784,1037,1052,292,350,351,224,4,3929,33932,3,0,2740,1379,474,472,229,5,2652,23754,3,0,1390,1403,459,458,225,6,2675,23261,3,0,1415,1420,462,465,224,7,2647,23555,3,0,1395,1401,455,458,225,8,3990,35388,3,0,2833,1428,466,466,225,9,1933,17035,3,0,1033,1032,345,348,224,10,2296,21033,1,0,1473,898,337,228,52,224
15.08.16,15:25:00,1,3008,25381,3,0,1053,1066,1078,342,348,350,225,2,2950,25125,3,0,1004,1067,1076,332,351,355,225,3,2791,25038,3,0,815,1060,1074,283,349,350,224,4,4020,33604,3,0,2791,1410,471,473,229,5,2717,23533,3,0,1422,1437,460,457,225,6,2740,23037,3,0,1447,1454,460,464,224,7,2710,23334,3,0,1427,1434,454,457,224,8,4083,35055,3,0,2899,1462,466,465,225,9,1978,16874,3,0,1056,1057,344,349,224,10,2354,20840,1,0,1506,923,336,228,53,224
